StudentID,cohort_term,Marital Status,Adjusted Gross Income,Parent Adjusted Gross Income,Father's Highest Grade Level,Mother's Highest Grade Level,Housing,2012 Loan,2012 Scholarship,2012 Work/Study,2012 Grant,2013 Loan,2013 Scholarship,2013 Work/Study,2013 Grant,2014 Loan,2014 Scholarship,2014 Work/Study,2014 Grant,2015 Loan,2015 Scholarship,2015 Work/Study,2015 Grant,2016 Loan,2016 Scholarship,2016 Work/Study,2016 Grant,2017 Loan,2017 Scholarship,2017 Work/Study,2017 Grant
304560,1,Single,6158,99709,High School,College,With Parent,20237,,2000,,34500,250,,,22700,,,,,,,,,,,,,,,
300275,1,Single,0,98513,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
298966,1,Single,0,0,Middle School,High School,With Parent,,,,11588,5500,,,11790,5500,,,7445.65,5500,,,9634,5500,,,5775,,,,
303622,1,Married,39705,0,Unknown,High School,Off Campus,5730,,,5550,,,,,,,,,,,,,,,,,,,,
294160,1,Single,14592,-869,High School,High School,With Parent,,,,5500,,,,10150,,,,2047,,,,,,,,,,,,
298782,1,Single,0,43501,College,High School,With Parent,3500,,,8224,1750,,,5495,,,,,,,,,,,,,,,,
94804,1,Married,35606,0,College,College,Off Campus,,,,5550,,,,9402,,,,,,,,,,,,,,,,
299583,1,Single,3650,63578,High School,Middle School,With Parent,5500,,,,3500,,,,4500,,,,2750,,,,2880,,,,7500,,,
304216,1,Single,0,54674,College,College,On Campus Housing,9500,,,,6500,,,4500,7500,,,2195,10500,,,3680,2000,,,357,,,,
302707,1,Married,20504,0,College,College,Off Campus,,,,1388,,,,,,,,,,,,,,,,,,,,
297627,1,Single,18687,0,Middle School,Middle School,Off Campus,9500,,,1385,12500,,,2500,,,,,,,,,,,,,,,,
300203,1,Married,25440,0,Unknown,Middle School,Off Campus,,,,2975,,,,,,,,,,,,,,,,,,,,
301857,1,Single,0,0,High School,High School,On Campus Housing,9500,,,10714,,,,,,,,,,,,,,,,,,,,
300303,1,Divorced,94869,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
297839,1,Divorced,1805,0,College,Middle School,Off Campus,,,,11588,4500,,,7602,5500,250,,4080,10500,,,6164,10500,,,,,,,
37630,1,Single,38694,0,Unknown,Unknown,Off Campus,6500,2000,,3800,5500,2000,,3404,,,,,,,,,,,,,,,,
84534,1,Single,0,0,Unknown,High School,Off Campus,,2000,,11988,,2000,,12390,,,,,,,,,,,,,,,,
303227,1,Single,52364,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
295130,1,Single,0,0,High School,High School,With Parent,,5000,2000,5950,,7871.8,2000,5550,,7500,2000,6245,,3000,2000,11294,,,,,,,,
295794,1,Separated,23492,0,Middle School,Middle School,Off Campus,7500,10021,,,4516,,,900,10500,,,,,,,,,,,,,,,
294755,1,Single,6648,35032,Middle School,Middle School,With Parent,3500,,,4312,4000,,,7052,1578,500,,3391,,,,,,,,,,,,
303703,1,Married,88650,0,High School,High School,Off Campus,12500,5000,,,,,,,,,,,,,,,,,,,,,,
279885,1,Single,6098,0,High School,College,With Parent,,1000,,13138,,2000,,12790,,,,,,,,,,,,,,,,
259621,1,Single,0,52620,High School,College,With Parent,,,,1506,,,,,,,,,,,,,,,,,,,,
301106,1,Single,9568,87209,Unknown,High School,On Campus Housing,1750,,,,,,,,,,,,,,,,7500,,,,9375,,,
301023,1,Single,9898,0,High School,High School,Off Campus,3500,,,6487,5500,,,4163,6806,,,6883,,,,,,,,,,,,
299655,1,Single,0,11778,High School,College,Off Campus,,,,11988,,,,11040,6500,,,11951,5500,,,5680,5500,,,11371,,,,
302132,1,Single,0,49649,High School,College,With Parent,2337,,,3912,,,,,,,,,,,,,,,,,,,,
301080,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276262,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305161,1,Single,113764,0,College,High School,Off Campus,9000,,,,,,,,,,,,,,,,,,,,,,,
298900,1,Single,0,40547,Unknown,College,With Parent,,,,7268,,,,6842,,,,9431,,,,6466,,,,,,,,
304723,1,Married,61844,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
305247,1,Single,0,37359,High School,High School,With Parent,5500,,,3150,9500,,,4200,4500,,,9933,5250,,,1540,,,,,,,,
304000,1,Married,82752,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
303722,1,Single,27610,0,Unknown,High School,With Parent,32480,,,,,,,,,,,,,,,,,,,,,,,
300370,1,Married,98064,0,Middle School,Middle School,With Parent,12500,,,,,,,,,,,,,,,,,,,,,,,
303211,1,Single,0,35340,High School,High School,On Campus Housing,6938,,,2350,,,,,,,,,,,,,,,,,,,,
301762,1,,,,,,,27000,,,,,,,,,,,,,,,,,,,,,,,
301601,1,Married,2600,0,Unknown,High School,Off Campus,12500,,,,,,,,,,,,,,,,,,,,,,,
295326,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235992,1,Single,3992,0,College,College,Off Campus,,,,7876,,,,,,,,,,,,,,,,,,,,
303503,1,Single,81368,0,High School,College,Off Campus,52218,,,,,,,,,,,,,,,,,,,,,,,
301928,1,Separated,0,0,College,College,Off Campus,17500,,,,,,,,,,,,,,,,,,,,,,,
282295,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299240,1,Single,0,37634,Middle School,College,With Parent,5500,,1200,6632,,,,,,,,,,,,,,,,,,,,
303921,1,Single,0,0,Middle School,Middle School,Off Campus,7500,,,10714,7500,,,11040,4750,,,5592,5250,,,6058,,,,,,,,
302346,1,Single,14405,0,High School,High School,Off Campus,3500,,,3600,5500,,,2700,5500,,,,,,,,,,,,,,,
305044,1,Single,0,1194,Middle School,Middle School,On Campus Housing,,,,9151.68,,,,,,,,,,,,,,,,,,,,
305226,1,Single,21606,0,Unknown,Unknown,Off Campus,9500,,,5550,9500,,,2700,13500,,,,14500,,,4480,,,,,,,,
296050,1,Married,12566,0,Middle School,Middle School,Off Campus,,,,2775,,,,,,,,,,,,,,,,,,,,
294698,1,Single,0,11524,Middle School,High School,With Parent,930,,,7876,2750,,,6908,5750,,,2156,,,,,,,,,,,,
298959,1,Single,0,59202,College,High School,With Parent,,4872,,8224,,4971.8,,8450,,2600,,9385,,4500,,8692,,1000,,1773,,,,
296175,1,Single,8924,0,College,College,Off Campus,,,,7439,,,,11790,,,,6177,,,,,,,,,,,,
286282,1,Single,0,15263,Unknown,Unknown,Off Campus,,7071,,5950,,8871.8,,5550,,13282.3,,5645,,10852,,3395,,,,,,,,
93195,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302191,1,Single,11552,0,Unknown,College,Off Campus,7500,,,7532,5250,,,2775,,,,,,,,,,,,,,,,
299072,1,Separated,28480,0,Unknown,Unknown,Off Campus,9500,,,1575,10000,,,5550,10000,,,4940,,,,,,,,,,,,
304578,1,Single,0,154929,College,High School,On Campus Housing,20000,,,,24000,,,,23930,,,,24282,,,,,,,,,,,
301493,1,Single,0,48713,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,1300,,,6640
305255,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299798,1,Single,0,48355,,,With Parent,950,,,1196.94,,,,,,,,,,,,,,,,,,,,
301764,1,Single,17605,0,Unknown,High School,Off Campus,9500,,,2600,10500,250,,5550,10500,,,7588,12500,,,6630,4000,,,12255,,,,
302827,1,Single,0,0,College,College,On Campus Housing,7500,,,10714,8500,,,5550,10500,,,11183,12500,,,11294,10500,,,11421,8000,,,
292383,1,Single,0,0,Middle School,High School,On Campus Housing,12000,,,5950,,,,,,,,,,,,,,,,,,,,
250478,1,Single,0,0,High School,High School,Off Campus,,,,2775,,,,11790,,,,,,,,,,,,,,,,
257718,1,Single,0,26038,College,College,On Campus Housing,5500,,2000,11588,5500,,2000,5550,10500,,,10335,,,,,,,,,,,,
301582,1,Married,50978,0,College,High School,Off Campus,27480,,,,,,,,,,,,,,,,,,,,,,,
301583,1,Single,60862,0,College,High School,Off Campus,31332,5000,,,,,,,,,,,,,,,,,,,,,,
303915,1,Single,0,67437,High School,College,With Parent,2750,,1300,,4500,,,3826,6500,,,,,,,,,,,,,,,
304440,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302131,1,Single,0,34230,High School,College,With Parent,,,,11538,,,,,,,,,,,,,,,,,,,,
299554,1,Single,0,186953,College,College,With Parent,,6000,,,,6000,,,,6000,,,,6000,,,,,,,,,,
303035,1,Single,38347,0,Unknown,High School,Off Campus,12500,,,,12500,500,,,,,,,,,,,,,,,,,,
302202,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303596,1,Single,21599,0,Middle School,High School,Off Campus,7500,1000,,787.5,5250,,,,,,,,,,,,,,,,,,,
302946,1,Single,23045,0,Middle School,High School,Off Campus,5500,,,7162,10500,1746,,1600,,,,,,,,,,,,,,,,
302354,1,Single,0,66046,College,Unknown,On Campus Housing,20500,,,,5500,,1000,4394,6500,,,3311,5500,,,1840,7500,,,3589,,,,
26660,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301797,1,Married,25391,0,Unknown,Unknown,Off Campus,5500,,,,,,,,,,,,,,,,,,,,,,,
302770,1,Single,10311,84790,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
305204,1,Single,0,19236,High School,High School,Off Campus,,,,4163,2250,,,2775,3250,,,5267,,,,,,,2000,12855,12500,,,5088
304797,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302629,1,Married,50482,0,College,College,Off Campus,7500,,,1375,,,,4050,10500,,,2696,,,,,,,,,,,,
297251,1,Single,0,0,College,High School,With Parent,,,,11588,7500,,,5550,5597,,,11183,5500,,,11294,5500,,,9187,3452,,,5321
304738,1,Single,0,30051,High School,High School,On Campus Housing,5500,,,5550,5500,,,6783,5500,,,5645,,,,6774,,,,,,,,
296844,1,Single,0,0,High School,Middle School,With Parent,,,,12738,,,,,,,,,,,,,,,,,,,,6787
301395,1,Single,66238,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
304257,1,Single,12995,77393,Middle School,High School,With Parent,,,,,,,,650,,,,3727,,,,3300,,,,,,,,
260331,1,Single,24081,40341,High School,High School,With Parent,9500,,,,12500,,,,9342,,,,10500,,,,12291,,,,,,,
302976,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252871,1,Single,0,112499,High School,College,Off Campus,11000,,,,,,,5520,,,,,,,,,,,,,,,,
303232,1,Single,0,206478,College,College,With Parent,5500,,,,5500,,,,6500,,,,7500,,,,,,,,,,,
301131,1,Single,0,12189,Unknown,,With Parent,2750,,2600,8519,,,3000,12390,,,2000,12001,3193,2320,1970,9523,,,,,,,,5787
301130,1,Single,0,12189,Unknown,Unknown,On Campus Housing,2750,,,8519,,5000,,11790,,5000,,12001,,5000,,11294,,5000,,11421,,,,
301634,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277702,1,Separated,21100,0,Unknown,Unknown,Off Campus,9500,,,8968,11500,,,5549,10500,,,3178.78,12500,,,6386,,,,,,,,
277196,1,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,3565
298452,1,Single,0,34603,College,Unknown,With Parent,,,,4982,,,,572.55,,,,,,,,,,,,,,,,
303895,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298696,1,Single,0,107883,Unknown,High School,On Campus Housing,3500,,,,1750,,,,,,,,,,,,,,,,,,,
301346,1,Single,56,39002,College,College,With Parent,3500,,,7418,7308,,,7602,5500,,,11183,,,,,,,,,,,,
305180,1,,,,,,,,,,,7039,,,,,,,,,,,,,,,,,,,
297513,1,Single,0,15000,College,High School,Off Campus,3500,,,11781,3500,,,11790,10500,,,8111,7500,,,5730,,,,,,,,
298509,1,,,,,,,,,,,4036,,,2188,,,,,,,,,,,,,,,,
300416,1,Single,0,0,High School,High School,Off Campus,,,,11988,,,,11790,,,,9531,,,,8258,,,,2325,,,,
300425,1,Single,46009,20232,High School,High School,With Parent,8041,2625,,,10500,1500,,,,,,,,,,,,,,,,,,
298934,1,Single,0,0,High School,High School,With Parent,,,,,,,,,,,,,,,,,5589,,,,,,,
304610,1,Separated,0,0,College,College,Off Campus,1000,,,7839,2750,,,5520,,,,,5273,,,5730,,,,,,,,
304937,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281963,1,Married,17540,0,College,College,Off Campus,3750,,,2706,,,,,,,,,,,,,,,,,,,,
297198,1,Single,11843,0,High School,High School,Off Campus,,,,1388,,,,,,,,,,,,,,,,,,,,
39414,1,Single,7826,0,High School,High School,Off Campus,9500,,2000,11588,6250,,,,,,,,,,,,,,,,,,,
305183,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295509,1,Single,24445,0,Unknown,College,Off Campus,3500,,,8162,,,,,9000,,,1709,5250,,,,,,,,,,,
291040,1,Single,4667,0,Middle School,Middle School,Off Campus,3500,,,11988,5500,,,5071,8000,,,3964,,,,,5250,,,,,,,
304223,1,Single,19674,0,High School,High School,With Parent,7500,,,700,10500,,,,9868,,,,12500,,,,10500,,,,,,,
303236,1,Single,15620,0,Middle School,Middle School,Off Campus,1750,,,4837,5500,,,8742,10500,,,6547,,,,,,,,,,,,
298727,1,Single,43144,0,High School,High School,Off Campus,12500,,,,,,,,,,,,,,,,,,,,,,,
302138,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296613,1,Single,15341,19419,Unknown,High School,Off Campus,2750,,,3342,4500,,,1088,,,,,,,,,,,,,,,,
303926,1,,,,,,,,,,,,,,10200,,,,,,,,,,,,,,,,
298144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270495,1,Single,4321,14963,High School,High School,With Parent,,,,12738,,,,13540,3783,,,9541,,,,,,,,,,,,
303909,1,Single,0,27406,High School,Middle School,With Parent,,,,10714,,,,10590,5500,,,7964,,,,,,,,,,,,
281128,1,Single,9004,0,Middle School,College,Off Campus,,,,10228,4600,,,9402,5500,,,9465,8500,,,3580,10500,,,1883,12500,,,
299622,1,Single,0,61978,College,High School,With Parent,6447,,,,1374,,,,,,,,,,,,,,,,,,,
302914,1,Single,3539,157272,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
303088,1,Single,17094,0,College,High School,Off Campus,9500,,,2188,10500,,,1500,5250,,,,,,,,,,,,,,,
302498,1,Single,7936,65219,High School,High School,With Parent,3500,,,,,,,6652,,,,,,,,,,,,,,,,
302250,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276902,1,Single,0,28739,High School,High School,Off Campus,,,,10664,2000,,,10890,2500,,,8381,2000,,,11244,5500,,,5054,11000,,,726
301316,1,Single,0,17448,Unknown,High School,On Campus Housing,,1600,,11588,,,,10800,,,,12001,,,,8966,,,,5279,,,,
301457,1,Single,0,0,High School,High School,On Campus Housing,7500,,,12988,7500,,,12965,5206,,,8118,,,,,,,,,,,,
297766,1,Single,13462,142635,College,High School,With Parent,11500,,,,18000,,,,8338,,,,,,,,,,,,,,,
299084,1,Single,3172,71415,High School,High School,On Campus Housing,9886,,,1606,,,,,,,,,,,,,,,,,,,,
301063,1,Single,0,-12240,Middle School,High School,With Parent,5500,,,3900,3500,,,5200,2250,,,2598,,,,,,,,,,,,
300588,1,Single,0,0,Middle School,High School,Off Campus,,,,11588,,,,,,,,,,,,,,,,,,,,
298954,1,Single,1282,29600,High School,High School,With Parent,3500,,2000,11988,3500,,,8850,,,1475,12601,,,3290,12716,,,2000,6428,,,,
299738,1,Single,0,5673,High School,Unknown,With Parent,3500,,,11988,4500,,,11790,,,,,,,,,,,,,,,,
296527,1,Single,0,15080,High School,High School,Off Campus,,,,11588,,,,12390,,,,12601,,,,12716,,,,6128,,,,
296824,1,Single,1777,46013,High School,High School,With Parent,5500,,,2900,7500,,,1900,6500,,,,13500,,,,12500,,,,,,,
301597,1,Single,0,45000,Middle School,High School,With Parent,1500,,,7876,5500,,,5550,6500,,,11252,7300,,,8992,7500,,,12205,6111,,,12173
297124,1,Single,0,152617,High School,High School,With Parent,1750,,,,,,,,,,,,,,,,,,,,,,,
283839,1,Single,0,0,Unknown,High School,Off Campus,,,,12264,,,,12190,,,,12333,,750,,13044,,,,11707,,,,6362
297344,1,Single,0,44558,High School,High School,On Campus Housing,5500,,,5718,2750,,,2546,,,,,,,,,,,,,,,,
296796,1,Single,0,0,High School,Middle School,Off Campus,,,,11588,,,,,,,,,,,,,,,,,,,,
300953,1,Single,0,37068,College,High School,With Parent,3500,,,5812,4500,,,1900,11500,,,,5425,,,,10500,,,,,,,
299977,1,Single,0,33155,Middle School,Middle School,On Campus Housing,3500,,,8524,3500,,,11790,4500,,,10335,,,,4085,,,,,,,,
303786,1,Single,22510,0,Unknown,Unknown,With Parent,7500,,,,,,,,,,,,12500,,,4180,10500,,,,,,,
301077,1,Single,0,24028,Middle School,Middle School,Off Campus,,,,11588,,,,11790,,,,,,,,,,,,,,,,
302860,1,Single,0,25987,Unknown,College,With Parent,,,,11588,,,,,,,,,,,,,,,,,,,,
304862,1,Single,0,15444,College,High School,Off Campus,7500,,,5550,10500,,,8092,12500,,,6125,12500,,,2356,3937,,,,,,,
298740,1,Single,0,11760,High School,High School,Off Campus,,5550,1000,12738,,5550,2000,13540,,5645,2000,11583,,5730,1727,12394,,,1941,5729,,,,
291956,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302891,1,Single,0,19222,High School,High School,With Parent,,,,5800,,,,11790,,,,2117,,,,,,,,,,,,
282665,1,Single,1715,98956,College,College,Off Campus,,4000,,,,2000,,,,,,,,,,,,,,,,,,
297421,1,Married,79462,0,High School,High School,Off Campus,10500,,2010,,6250,,,,,,,,,,,,,,,,,,,
305251,1,Single,0,0,Unknown,Unknown,Off Campus,,,,2775,,,,,,,,,,,,,,,,,,,,
300674,1,Single,0,54448,College,College,On Campus Housing,,,,7924,8500,,,4100,,,,,,,,,,,,,5250,,,2908
298694,1,Married,27277,0,High School,High School,Off Campus,9500,,,3512,10500,,,800,7875,,,,,,,,,,,,,,,
304607,1,Single,19720,15067,High School,College,With Parent,7500,,,5550,3750,,,2775,,,,,,,,,,,,,,,,
299630,1,Separated,17184,0,High School,Middle School,Off Campus,7500,,,2500,,,,,,,,,,,,,,,,,,,,
305477,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297299,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301900,1,Single,9814,0,High School,High School,Off Campus,7500,,,5550,12500,,,11790,6250,,,1408.63,,,,,,,,,,,,
277848,1,Single,36989,0,High School,High School,Off Campus,10500,,,5500,,,,,,,,,,,,,,,,,,,,
305113,1,Single,6000,0,High School,High School,Off Campus,10500,,,,4770,,,1388,5250,,,,,,,,,,,,,,,
300239,1,Married,109215,0,Unknown,High School,Off Campus,7500,,,,5250,,,,,,,,,,,,,,,,,,,
303087,1,Single,26153,0,College,College,Off Campus,10500,,,,12500,,,,10500,,,605,,,,,,,,,,,,
240831,1,Single,23554,0,Unknown,High School,Off Campus,10500,,,,10500,,,,12500,,,,2250,1083.15,,,,,,,,,,
294113,1,Single,25657,0,College,College,Off Campus,8500,,,6656,12500,,,5400,4250,,,2117,,,,,,,,,,,,
304864,1,Single,17399,0,High School,High School,Off Campus,12500,,,2200,5250,,,750,,,,,,,,,,,,,,,,
304642,1,Single,0,0,High School,College,Off Campus,10500,,,10714,10500,,,11040,5250,,,5592,,,,,,,,,,,,
304768,1,Single,32126,0,High School,High School,Off Campus,15331,,,,12500,,,,,,,,,,,,,,,,,,,
304219,1,Single,4242,37500,High School,High School,Off Campus,,,,10914,,,,10690,12500,,,863,,,,,,,,,,,,
293311,1,Married,18308,0,High School,College,Off Campus,5500,,,,,,,,,,,,,,,,,,,,,,,
302752,1,Single,15957,132538,High School,High School,With Parent,10500,,,,11100,,,,,,,,,,,,,,,,,,,
262005,1,Single,10458,21492,College,High School,Off Campus,6500,,,5550,,,,11040,,,,5592,,,,,,,,,,,,
267763,1,Single,4550,29397,Middle School,High School,With Parent,,,,11588,2750,,,1950,,,,3358,,,,,,,,,,,,
300659,1,Single,0,9344,High School,High School,With Parent,3500,,2000,10824,3500,,,12940,,,,,,,,,,,,,,,,
280240,1,Single,5700,116410,College,College,With Parent,5500,,,,3500,,,,,,,,,,,,,,,,,,,
278138,1,Single,5414,6532,High School,High School,With Parent,,,,11588,,,,10200,4500,,,8161,,,,,,,,,,,,
301724,1,Single,32679,0,Unknown,Unknown,Off Campus,,,,5550,,,,,,,,,,,,,,,,,,,,
302724,1,Single,10324,33056,Unknown,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,
304814,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303406,1,Single,0,26949,,High School,With Parent,5500,,,9024,5500,,,11790,,,,,,,,,,,,,,,,
298868,1,Single,0,17254,College,Unknown,With Parent,,,,4200,,,2000,3900,4500,,,5927,,5000,,5730,,6000,,3725,,,,
297231,1,Single,0,13476,High School,College,With Parent,,,,12738,3500,,,10492,1750,,,5308,7500,,,9408,,,,,,,,
297239,1,Single,0,243250,High School,College,With Parent,5500,,,,3500,,,,,,,,,,,,,,,,,,,
303629,1,Single,2849,0,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
301695,1,Single,0,98515,Middle School,College,Off Campus,4500,,,,4500,,,,5500,,,,5500,,,,,,,,,,,
298334,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301303,1,Single,0,520,High School,High School,Off Campus,3500,,,4163,5500,,,11790,6500,,,5645,,,,11294,,,,,,,,
299112,1,Single,0,10600,College,College,Off Campus,5500,,,5550,,,,,,,,,,,,,,,,,,,,
301152,1,Single,0,34786,High School,High School,On Campus Housing,5500,,1000,3900,2750,,,5895,,,,,,,,,,,,,,,,
305279,1,Single,0,0,College,College,With Parent,5500,,,5550,,,,,,,,,,,,,,,,,,,,
300667,1,Single,0,67231,High School,High School,On Campus Housing,3500,,,,,,,,,,,,,,,,,,,,,,,
301895,1,Single,0,41944,High School,College,Off Campus,4500,,,6118,5500,,,4892,6500,,,11433,2445,,,6058,,,,,17500,,,
300650,1,Single,1406,21591,College,High School,With Parent,,,,6707,,,,10990,,,,6966,,,,,,,,,,,,
248802,1,Single,2238,0,Unknown,High School,Off Campus,9500,,,11588,7500,,,11040,12500,,,11783,2750,,,3165,,,,,,,,
301345,1,Single,10026,93379,High School,High School,With Parent,,,,,,,,,6500,,,,5500,,,,,,,,,,,
298838,1,Single,0,11039,Unknown,Unknown,With Parent,,,,12738,,,,13540,,,,12085,300,,,10066,,,,,,,,
300241,1,Single,0,11867,High School,High School,Off Campus,,,,11588,5500,,,5550,4500,,,12001,,,,,,,,,,,,
300305,1,Single,1300,38125,College,College,Off Campus,3500,,,7524,3500,,,9990,6500,,,10233,10375,,,4480,7500,,,4389,9114,,,5815
45090,1,Single,12607,0,College,College,With Parent,7500,,,5179,8500,,,3500,10500,,,4595,10500,,,2010,,,,,,,,
300395,1,Separated,74395,0,Middle School,Middle School,Off Campus,10500,,,,,,,,,,,,,,,,,,,,,,,
300683,1,Single,0,16878,Middle School,Middle School,With Parent,3500,,,11988,,,,,,,,,,,,,,,,,,,,
302497,1,Married,46575,0,College,High School,Off Campus,9500,,,,10500,,,,10500,,,4234,8000,,,5014,,,,,,,,
298290,1,Single,0,40478,College,College,Off Campus,3500,,,5812,3500,,,600,4500,,,,,,,,,,,,,,,
263654,1,Single,0,19893,Unknown,Unknown,Off Campus,,,,11988,,,,11640,5250,,,,,,,,,,,,,,,
252417,1,Single,0,0,College,College,Off Campus,4750,,1116.5,2281,,,,,,,,,,,,,,,,,,,,
35056,1,Divorced,25479,0,High School,High School,Off Campus,3500,,,8382,7000,,,7366,3750,,,1548,,,,,,,,,,,,
297688,1,Single,0,21809,Middle School,Middle School,On Campus Housing,9000,,,11588,16172,,,11790,,,,,,,,,,,,,,,,
298138,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300056,1,Married,13890,0,Unknown,Unknown,Off Campus,,,,3375,,,,,,,,,,,,,,,,,,,,
301169,1,Single,0,29287,Unknown,Unknown,On Campus Housing,3500,,,7762,3500,,,9650,1000,,,5168,,,,,,,,,,,,
302084,1,Single,1608,7500,College,College,With Parent,,,,10714,5500,,,3700,,,,,,,,,,,,,,,,
302611,1,Single,0,47028,High School,High School,Off Campus,2000,,,1700,300,,,5500,,,,5517,,,,,,,,,,,,
304651,1,Married,44768,0,Middle School,High School,Off Campus,1100,,,1463,10500,,,2325,10500,,,1121,10500,250,,,,,,,,,,
304088,1,Divorced,40480,0,High School,High School,Off Campus,3500,,,2813,5500,,,2875,2750,,,949,5500,,,2340,3000,1000,,2413,,,,1092
299068,1,Single,23435,0,Middle School,High School,Off Campus,3500,,,4563,10500,,,7366,10500,,,3527,,,,,,,,,,,,
301572,1,Separated,0,0,College,High School,Off Campus,,,,10714,2750,,,2745,6250,,,,12500,,,,6323,,,,,,,
293678,1,Single,17757,0,College,Unknown,Off Campus,32218,5000,,,,,,,,,,,,,,,,,,,,,,
304466,1,Single,0,0,Middle School,Middle School,Off Campus,9500,2500,,10714,10500,2500,,11040,,,,,,,,,,,,,,,,
302716,1,Single,25658,0,High School,High School,Off Campus,7500,,,,3500,,,,7900,1250,,,5500,,,6330,,,,,,,,
77162,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303937,1,Single,15808,0,Middle School,High School,Off Campus,9500,,,2300,10500,6466,,,12500,,,,10500,6525,,,,,,,,,,
296284,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298584,1,Single,6011,28457,High School,High School,With Parent,19675,,,,,,,,,,,,,,,,,,,,,,,
302289,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90940,1,Single,32321,0,High School,High School,Off Campus,7500,,,5550,,,,,,,,,,,,,,,,,,,,
263093,1,Single,21664,0,Unknown,High School,With Parent,7500,,,7162,5500,,,7365,,,,,,,,,,,,,,,,
201872,1,Single,0,0,Middle School,Middle School,Off Campus,,,,1974,,,,,,,,,10500,,,,5250,,,,12500,,,
304701,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304779,1,Single,10879,0,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
276152,1,Single,13490,46440,High School,High School,With Parent,,2000,,806,,1000,,450,,,,,,,,,,,,,,,,
302321,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304588,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271393,1,Single,0,18995,High School,Unknown,Off Campus,,3000,,11588,,3000,,11790,,,,2548,,,,,,,,,,,,
303995,1,Single,12322,16517,High School,High School,Off Campus,4500,,,7118,7106,,,11790,7500,,,3395,,,,,,,,,,,,
